,wilayah,strata,perguruanTinggi,kotaKab,prodi,noSK,tahunSK,peringkat,tanggalKadaluarsa,status
8862,07 ,D3,Universitas Widya Gama,Malang,Otomotif ,180/SK/BAN-PT/Akred/Dpl-III/VI/2014 ,2014 ,C ,27-06-2019 ,masih berlaku 
8863,07 ,D3,Universitas Widya Kartika,Surabaya,Komputerisasi Akuntansi ,180/SK/BAN-PT/Akred/Dpl-III/VI/2014 ,2014 ,C ,27-06-2019 ,masih berlaku 
8864,08 ,D3,Universitas Dhyana Pura,Badung,Manajemen Pemasaran ,180/SK/BAN-PT/Akred/Dpl-III/VI/2014 ,2014 ,C ,27-06-2019 ,masih berlaku 
8865,09 ,D3,Akademi Sekretari Manajemen Indonesia Publik,Makassar,Manajemen Informatika ,180/SK/BAN-PT/Akred/Dpl-III/VI/2014 ,2014 ,C ,27-06-2019 ,masih berlaku 
8866,09 ,D3,Universitas Negeri Makassar,Makassar,Akuntansi ,180/SK/BAN-PT/Akred/Dpl-III/VI/2014 ,2014 ,C ,27-06-2019 ,masih berlaku 
8867,10 ,D3,Akademi Kesenian Melayu Riau,Pekanbaru,Seni Teater ,180/SK/BAN-PT/Akred/Dpl-III/VI/2014 ,2014 ,B ,27-06-2019 ,masih berlaku 
8868,11 ,D3,Sekolah Tinggi Manajemen Informatika Dan Komputer Sentra Pendidikan Bisnis,Samarinda,Manajemen Informatika ,180/SK/BAN-PT/Akred/Dpl-III/VI/2014 ,2014 ,C ,27-06-2019 ,masih berlaku 
8869,13 ,D3,Politeknik Aceh,Aceh,Teknik Mesin ,180/SK/BAN-PT/Akred/Dpl-III/VI/2014 ,2014 ,C ,27-06-2019 ,masih berlaku 
8870,13 ,D3,Politeknik Indonesia Venezuela,Aceh,Teknologi Hasil Ternak ,180/SK/BAN-PT/Akred/Dpl-III/VI/2014 ,2014 ,C ,27-06-2019 ,masih berlaku 
8871,13 ,D3,Universitas Syiah Kuala,Banda,Keuangan dan Perbankan ,180/SK/BAN-PT/Akred/Dpl-III/VI/2014 ,2014 ,B ,27-06-2019 ,masih berlaku 
8872,13 ,D3,Universitas Syiah Kuala,Banda,Manajemen Informatika ,180/SK/BAN-PT/Akred/Dpl-III/VI/2014 ,2014 ,B ,27-06-2019 ,masih berlaku 
8873,14 ,D3,Politeknik Amamapare,Papua,Teknik Pertambangan ,180/SK/BAN-PT/Akred/Dpl-III/VI/2014 ,2014 ,C ,27-06-2019 ,masih berlaku 
8874,14 ,D3,Universitas Negeri Papua,Manokwari,Konservasi Sumberdaya Hutan ,180/SK/BAN-PT/Akred/Dpl-III/VI/2014 ,2014 ,C ,27-06-2019 ,masih berlaku 
8875,05 ,S1 ,Universitas Muhammadiyah Yogyakarta,Bantul,Agroteknologi ,200/SK/BAN-PT/Ak-SURV/S/VII/2014 ,2014 ,A ,01-11-2019 ,masih berlaku 
8876,03 ,S1 ,Universitas Trisakti,Jakarta,Teknik Industri ,199/SK/BAN-PT/Ak-SURV/S/VII/2014 ,2014 ,A ,13-12-2019 ,masih berlaku 
8877,02 ,S1 ,Universitas PGRI Palembang,Palembang,Pendidikan Akuntansi ,198/SK/BAN-PT/Ak-SURV/S/VII/2014 ,2014 ,B ,22-11-2019 ,masih berlaku 
8878,04 ,S1 ,Universitas Padjadjaran,Bandung,Ilmu Keperawatan ,197/SK/BAN-PT/Ak-SURV/S/VII/2014 ,2014 ,A ,09-11-2019 ,masih berlaku 
8879,03 ,S1 ,Sekolah Tinggi Ilmu Ekonomi Gotong Royong,Jakarta,Manajemen ,196/SK/BAN-PT/Ak-SURV/S/VII/2014 ,2014 ,B ,22-11-2019 ,masih berlaku 
8880,01 ,S1 ,Universitas Sumatera Utara,Medan,Teknologi Informasi ,195/SK/BAN-PT/Ak-SURV/S/VII/2014 ,2014 ,B ,09-11-2019 ,masih berlaku 
8881,02 ,D3,Akademi Manajemen Informatika dan Komputer Master Lampung,Lampung,Komputerisasi Akuntansi ,206/SK/BAN-PT/Akred/Dpl-III/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8882,03 ,D3,Akademi Komunikasi Bina Sarana Informatika Jakarta,Jakarta,Penyiaran ,206/SK/BAN-PT/Akred/Dpl-III/VII/2014 ,2014 ,B ,11-07-2019 ,masih berlaku 
8883,01 ,S1 ,Institut Agama Islam Negeri Sumatera Utara,Sumatera,Manajemen Dakwah ,207/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,B ,11-07-2019 ,masih berlaku dan telah mengajukan re-akreditasi tgl 31-08-2013 
8884,02 ,S1 ,Sekolah Tinggi Ilmu Ekonomi Satu Nusa,Bandar,Akuntansi ,207/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8885,02 ,S1 ,Sekolah Tinggi Manajemen Informatika dan Komputer Tunas Bangsa Lampung,Bandar,Sistem Informasi ,207/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8886,03 ,S1 ,Institut Kesenian Jakarta,Jakarta,Desain Interior ,207/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,B ,11-07-2019 ,masih berlaku 
8887,11 ,S1 ,Sekolah Tinggi Keguruan dan Ilmu Pendidikan PGRI Banjarmasin,Banjarmasin,Pendidikan Biologi ,207/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8888,04 ,D3,Politeknik Kesehatan Tasikmalaya,Tasikmalaya,Gizi ,180/SK/BAN-PT/Akred/Dpl-III/VI/2014 ,2014 ,B ,27-06-2019 ,masih berlaku 
8889,04 ,D3,Sekolah Tinggi Ilmu Komputer Poltek Cirebon,Cirebon,Komputerisasi Akuntansi ,180/SK/BAN-PT/Akred/Dpl-III/VI/2014 ,2014 ,C ,27-06-2019 ,masih berlaku 
8890,06 ,D3,Universitas Muhammadiyah Purwokerto,Banyumas,Akuntansi ,180/SK/BAN-PT/Akred/Dpl-III/VI/2014 ,2014 ,B ,27-06-2019 ,masih berlaku 
8891,06 ,D3,Universitas Muhammadiyah Semarang,Semarang,Gizi ,180/SK/BAN-PT/Akred/Dpl-III/VI/2014 ,2014 ,B ,27-06-2019 ,masih berlaku 
8892,07 ,D3,Universitas PGRI Ronggolawe,Tuban,Budidaya Perikanan ,180/SK/BAN-PT/Akred/Dpl-III/VI/2014 ,2014 ,C ,27-06-2019 ,masih berlaku 
8893,08 ,D3,Universitas Udayana,Badung,Perpustakaan ,180/SK/BAN-PT/Akred/Dpl-III/VI/2014 ,2014 ,B ,27-06-2019 ,masih berlaku 
8894,10 ,D3,Akademi Kesenian Melayu Riau,Pekanbaru,Seni Musik ,180/SK/BAN-PT/Akred/Dpl-III/VI/2014 ,2014 ,C ,27-06-2019 ,masih berlaku 
8895,06 ,D3,Politeknik Kesehatan Bhakti Mulia,Sukoharjo,Rekam Medik dan Informasi Kesehatan ,180/SK/BAN-PT/Akred/Dpl-III/VI/2014 ,2014 ,C ,27-06-2019 ,masih berlaku 
8896,05 ,D3,Akademi Komunikasi Indonesia YPK,Sleman,Penyiaran ,180/SK/BAN-PT/Akred/Dpl-III/VI/2014 ,2014 ,B ,27-06-2019 ,masih berlaku 
8897,03 ,S2 ,Sekolah Tinggi Agama Buddha Nalanda,Jakarta,Dharma Acarya ,205/SK/BAN-PT/Akred/M/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8898,03 ,S2 ,Universitas Katolik Indonesia Atma Jaya,Jakarta,Ilmu Hukum ,205/SK/BAN-PT/Akred/M/VII/2014 ,2014 ,B ,07-11-2019 ,masih berlaku 
8899,03 ,S2 ,Universitas Persada Indonesia YAI,Jakarta,Ilmu Komunikasi ,205/SK/BAN-PT/Akred/M/VII/2014 ,2014 ,B ,11-07-2019 ,masih berlaku 
8900,04 ,S2 ,Universitas Padjadjaran,Bandung,Administrasi Bisnis ,205/SK/BAN-PT/Akred/M/VII/2014 ,2014 ,B ,11-07-2019 ,masih berlaku 
8901,04 ,S2 ,Universitas Padjadjaran,Bandung,Ilmu Politik ,205/SK/BAN-PT/Akred/M/VII/2014 ,2014 ,B ,11-07-2019 ,masih berlaku 
8902,07 ,S2 ,Sekolah Tinggi Agama Islam Negeri Ponorogo,Ponorogo,Manajemen Pendidikan Islam ,205/SK/BAN-PT/Akred/M/VII/2014 ,2014 ,B ,11-07-2019 ,masih berlaku 
8903,07 ,S2 ,Institut Agama Islam Negeri Tulungagung,Tulungagung,Ilmu Pendidikan Dasar Islam ,205/SK/BAN-PT/Akred/M/VII/2014 ,2014 ,B ,11-07-2019 ,masih berlaku 
8904,01 ,S1 ,Sekolah Tinggi Ilmu Ekonomi International Business Management Indonesia,Medan,Akuntansi ,208/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,27-05-2019 ,masih berlaku 
8905,04 ,D4,Politeknik Pos Indonesia,Bandung,Akuntansi Keuangan ,203/SK/BAN-PT/Akred/Dpl-IV/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8906,04 ,D4,Sekolah Tinggi Sandi Negara,Bogor,Manajemen Persandian ,203/SK/BAN-PT/Akred/Dpl-IV/VII/2014 ,2014 ,B ,11-07-2019 ,masih berlaku 
8907,14 ,D4,Politeknik Katolik Saint Paul,Sorong,Teknik Mesin ,203/SK/BAN-PT/Akred/Dpl-IV/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8908,01 ,D3,Akademi Manajemen Informatika dan Komputer Polibisnis Medan,Medan,Teknik Komputer ,202/SK/BAN-PT/Akred/Dpl-III/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8909,01 ,D3,Politeknik IT&B Medan,Medan,Administrasi Bisnis ,202/SK/BAN-PT/Akred/Dpl-III/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8910,02 ,D3,Politeknik Gajah Sakti,Metro,Teknik Mesin ,202/SK/BAN-PT/Akred/Dpl-III/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8911,02 ,D3,Sekolah Tinggi Teknologi Nusantara Lampung,Lampung,Teknik Informatika ,202/SK/BAN-PT/Akred/Dpl-III/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8912,03 ,D3,Akademi Manajemen Informatika dan Komputer Mpu Tantular,Jakarta,Teknik Komputer ,202/SK/BAN-PT/Akred/Dpl-III/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8913,03 ,D3,Akademi Manajemen Informatika dan Komputer Mpu Tantular,Jakarta,Manajemen Informatika ,202/SK/BAN-PT/Akred/Dpl-III/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8914,04 ,D3,Politeknik Gajah Tunggal,Tangerang,Teknik Mesin ,202/SK/BAN-PT/Akred/Dpl-III/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8915,04 ,D3,Politeknik Perdana Mandiri,Purwakarta,Administrasi Bisnis ,202/SK/BAN-PT/Akred/Dpl-III/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8916,04 ,D3,Sekolah Tinggi Manajemen Informatika dan Komputer Dharma Negara,Jawa,Manajemen Informatika ,202/SK/BAN-PT/Akred/Dpl-III/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8917,04 ,D3,Sekolah Tinggi Farmasi YPIB Cirebon,Cirebon,Kimia Industri ,202/SK/BAN-PT/Akred/Dpl-III/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8918,04 ,D3,Sekolah Tinggi Manajemen Informatika dan Komputer Pasim Sukabumi,Sukabumi,Manajemen Informatika ,202/SK/BAN-PT/Akred/Dpl-III/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8919,05 ,D3,Akademi Farmasi Indonesia Yogyakarta,Yogyakarta,Farmasi ,202/SK/BAN-PT/Akred/Dpl-III/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8920,06 ,D3,Akademi Bahasa Asing St. Pignatelli,Jawa,Bahasa Inggris ,202/SK/BAN-PT/Akred/Dpl-III/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8921,06 ,D3,Universitas Negeri Semarang,Semarang,Teknik Elektronika ,202/SK/BAN-PT/Akred/Dpl-III/VII/2014 ,2014 ,B ,11-07-2019 ,masih berlaku 
8922,07 ,D3,Institut Informatika Indonesia Surabaya,Surabaya,Manajemen Informatika ,202/SK/BAN-PT/Akred/Dpl-III/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8923,07 ,D3,Sekolah Tinggi Bahasa Asing Malang,Malang,Bahasa Inggris ,202/SK/BAN-PT/Akred/Dpl-III/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8924,01 ,S1 ,Universitas Negeri Medan,Medan,Pendidikan Tata Busana ,194/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,B ,04-07-2019 ,masih berlaku 
8925,02 ,S1 ,Sekolah Tinggi Agama Islam Negeri Curup,Rejang,Komunikasi dan Penyiaran Islam ,194/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,B ,04-07-2019 ,masih berlaku 
8926,02 ,S1 ,Universitas Muhammadiyah Bengkulu,Bengkulu,Agroekoteknologi ,194/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,04-07-2019 ,masih berlaku 
8927,03 ,S1 ,Sekolah Tinggi Ilmu Ekonomi Swadaya,Jakarta,Manajemen ,194/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,B ,04-07-2019 ,masih berlaku 
8928,03 ,S1 ,Universitas Timbul Nusantara,Jakarta,Akuntansi ,194/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,04-07-2019 ,masih berlaku 
8929,04 ,S1 ,Sekolah Tinggi Kulliyatul Qur`an Al-Hikmah,Depok,Ilmu Al-Qur`an dan Tafsir ,194/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,04-07-2019 ,masih berlaku 
8930,04 ,S1 ,Sekolah Tinggi Manajemen Informatika Dan Komputer Ganesha,Bandung,Teknik Informatika ,194/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,04-07-2019 ,masih berlaku 
8931,04 ,S1 ,Universitas Singaperbangsa Karawang,Karawang,Manajemen Pendidikan Islam ,194/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,04-07-2019 ,masih berlaku 
8932,05 ,S1 ,Universitas Muhammadiyah Yogyakarta,Bantul,Pendidikan Bahasa Arab ,194/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,B ,04-07-2019 ,masih berlaku 
8933,06 ,S1 ,Sekolah Tinggi Ilmu Ekonomi Islam Bumiayu,Brebes,Akuntansi ,194/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,04-07-2019 ,masih berlaku 
8934,07 ,S1 ,Institut Informatika Indonesia Surabaya,Surabaya,Teknik Informatika ,194/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,04-07-2019 ,masih berlaku 
8935,07 ,S1 ,Sekolah Tinggi Alkitab Batu,Batu,Teologi/Kependetaan ,194/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,04-07-2019 ,masih berlaku 
8936,08 ,S1 ,Sekolah Tinggi Agama Islam Nurul Hakim Kediri Lombok Barat,Lombok,Ekonomi Syari`ah ,194/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,04-07-2019 ,masih berlaku 
8937,09 ,S1 ,Universitas Negeri Makassar,Makassar,Pendidikan Antropologi ,194/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,B ,04-07-2019 ,masih berlaku 
8938,10 ,S1 ,Sekolah Tinggi Agama Islam Syekh Maulana Qori Bangko,Merangin,Ekonomi Syari`ah ,194/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,04-07-2019 ,masih berlaku 
8939,10 ,S1 ,Universitas Putra Indonesia YPTK Padang,Padang,Desain Komunikasi Visual ,194/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,B ,04-07-2019 ,masih berlaku 
8940,13 ,S1 ,Universitas Syiah Kuala,Banda,Arsitektur ,194/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,B ,04-07-2019 ,masih berlaku 
8941,14 ,S1 ,Sekolah Tinggi Ilmu Ekonomi Ottow & Geissler Serui,Papua,Ekonomi Pembangunan ,194/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,04-07-2019 ,masih berlaku 
8942,07 ,D3,Sekolah Tinggi Ilmu Komputer PGRI Banyuwangi,Banyuwangi,Manajemen Informatika ,202/SK/BAN-PT/Akred/Dpl-III/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8943,07 ,D3,Sekolah Tinggi Teknologi Walisongo Gempol,Pasuruan,Manajemen Informatika ,202/SK/BAN-PT/Akred/Dpl-III/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8944,08 ,D3,Sekolah Tinggi Manajemen Informatika Komputer Uyelindo Kupang,Kupang,Teknik Informatika ,202/SK/BAN-PT/Akred/Dpl-III/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8945,09 ,D3,Politeknik Kesehatan Kemenkes Palu,Palu,Gizi ,202/SK/BAN-PT/Akred/Dpl-III/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8946,09 ,D3,Sekolah Tinggi Ilmu Ekonomi Rizky,Makassar,Akuntansi ,202/SK/BAN-PT/Akred/Dpl-III/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8947,01 ,S1 ,Sekolah Tinggi Manajemen Informatika dan Komputer Royal,Asahan,Sistem Komputer ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8948,01 ,S1 ,Universitas Amir Hamzah,Deli,Teknik Mesin ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8949,01 ,S1 ,Universitas Islam Labuhan Batu,Labuhan,Teknik Sipil ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8950,01 ,S1 ,Universitas Quality,Medan,Agribisnis ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8951,01 ,S1 ,Universitas Sisingamangaraja XII,Medan,Agribisnis ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8952,02 ,S1 ,Institut Agama Islam Negeri Raden Fatah Palembang,Palembang,Komunikasi dan Penyiaran Islam ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,B ,11-07-2019 ,masih berlaku 
8953,02 ,S1 ,Sekolah Tinggi Ilmu Teknik Trisula,Bengkulu,Teknik Sipil ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku dan telah mengajukan re-akreditasi tgl 05-08-2014 
8954,02 ,S1 ,Sekolah Tinggi Manajemen dan Ilmu Komputer Surya Intan,Lampung,Teknik Informatika ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8955,02 ,S1 ,Sekolah Tinggi Manajemen dan Ilmu Komputer Surya Intan,Lampung,Sistem Informasi ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8956,02 ,S1 ,Universitas Lampung,Bandar,Budidaya Perairan ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,B ,11-07-2019 ,masih berlaku 
8957,02 ,S1 ,Universitas Sriwijaya,Palembang,Farmasi ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8958,03 ,S1 ,Institut Bisnis Dan Informatika Kosgoro 1957,Jakarta,Akuntansi ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8959,03 ,S1 ,Institut Bisnis Nusantara,Jakarta,Sastra Inggris ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8960,03 ,S1 ,Sekolah Tinggi Agama Islam Darunnajah,Jakarta,Ahwal Al-Syakhshiyah ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,B ,11-07-2019 ,masih berlaku 
8961,03 ,S1 ,Sekolah Tinggi Ilmu Ekonomi Prasetiya Mulya,Jakarta,Akuntansi ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8962,03 ,S1 ,Sekolah Tinggi Ilmu Ekonomi Swadaya,Jakarta,Akuntansi ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,B ,11-07-2019 ,masih berlaku 
8963,03 ,S1 ,Universitas Bakrie,Jakarta,Sistem Informasi ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8964,03 ,S1 ,Universitas Negeri Jakarta,Jakarta,Pendidikan IPS ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,B ,11-07-2019 ,masih berlaku 
8965,03 ,S1 ,Universitas Persada Indonesia YAI,Jakarta,Sistem Informasi ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,B ,11-07-2019 ,masih berlaku 
8966,04 ,S1 ,Institut Studi Islam Fahmina,Jawa,Filsafat Agama ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8967,04 ,S1 ,Sekolah Tinggi Agama Islam Imam Syafi`i,Cianjur,Ahwal Al-Syakhshiyah ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8968,04 ,S1 ,Sekolah Tinggi Agama Islam Al-Mukhlishin Bogor,Bogor,Pendidikan Agama Islam ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8969,04 ,S1 ,Sekolah Tinggi Agama Islam Al-Andina Sukabumi,Jawa,Perbankan Syariah ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8970,04 ,S1 ,Sekolah Tinggi Agama Islam Bani Saleh Bekasi,Bekasi,Pendidikan Guru Madrasah Ibtidaiyah ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8971,04 ,S1 ,Sekolah Tinggi Ilmu Ekonomi Dharma Negara,Bandung,Manajemen ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8972,04 ,S1 ,Sekolah Tinggi Teknologi Bina Tunggal,Bekasi,Sistem Informasi ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8973,04 ,S1 ,Sekolah Tinggi Teknologi Bina Tunggal,Bekasi,Teknik Mesin ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8974,04 ,S1 ,Sekolah Tinggi Teknologi YBS Internasional,Tasikmalaya,Teknik Mesin ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8975,04 ,S1 ,Universitas Pembangunan Jaya Tangerang,Tangerang,Sistem Informasi ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8976,04 ,S1 ,Universitas Pembangunan Jaya Tangerang,Tangerang,Desain Produk ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,B ,11-07-2019 ,masih berlaku 
8977,04 ,S1 ,Universitas Serang Raya,Serang,Teknik Industri ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8978,04 ,S1 ,Universitas Sultan Ageng Tirtayasa,Serang,Pendidikan Guru Sekolah Dasar ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,B ,11-07-2019 ,masih berlaku 
8979,06 ,S1 ,Institut Seni Indonesia Surakarta,Surakarta,Fotografi ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8980,06 ,S1 ,Sekolah Tinggi Ilmu Ekonomi AMA,Salatiga,Akuntansi ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8981,06 ,S1 ,Sekolah Tinggi Teologi Magelang,Magelang,Teologi/Kependetaan ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8982,06 ,S1 ,Universitas Kristen Satya Wacana,Salatiga,Gizi ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8983,06 ,S1 ,Universitas Negeri Semarang,Semarang,Pendidikan Bahasa Mandarin ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8984,06 ,S1 ,Universitas Sebelas Maret,Surakarta,Teknik Mesin ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,A ,11-07-2019 ,masih berlaku 
8985,07 ,S1 ,Institut Informatika Indonesia Surabaya,Surabaya,Desain Komunikasi Visual ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8986,07 ,S1 ,Institut Studi Islam Darussalam Gontor Ponorogo,Jawa,Ekonomi Syari`ah ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,B ,11-07-2019 ,masih berlaku 
8987,07 ,S1 ,Sekolah Tinggi Agama Islam Ma`arif Sampang,Sampang,Pendidikan Bahasa Arab ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8988,07 ,S1 ,Sekolah Tinggi Ilmu Ekonomi Widya Dharma,Malang,Manajemen ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8989,07 ,S1 ,Universitas Muhammadiyah Sidoarjo,Sidoarjo,Ahwal Al-Syakhshiyah ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8990,07 ,S1 ,Universitas Muhammadiyah Surabaya,Surabaya,Pendidikan Matematika ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,B ,11-07-2019 ,masih berlaku 
8991,07 ,S1 ,Universitas Negeri Surabaya,Surabaya,Pendidikan Bahasa Mandarin ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8992,07 ,S1 ,Universitas Panca Marga,Probolinggo,Ilmu Hukum ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,B ,11-07-2019 ,masih berlaku 
8993,07 ,S1 ,Universitas PGRI Banyuwangi,Banyuwangi,Teknik Elektro ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8994,07 ,S1 ,Universitas PGRI Banyuwangi,Banyuwangi,Biologi ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8995,08 ,S1 ,Sekolah Tinggi Ilmu Tarbiyah Kupang,Kupang,Pendidikan Agama Islam ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku 
8996,08 ,S1 ,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Agama Hindu Singaraja,Buleleng,Penerangan Agama Hindu ,204/SK/BAN-PT/Akred/S/VII/2014 ,2014 ,C ,11-07-2019 ,masih berlaku dan telah mengajukan re-akreditasi tgl 27-12-2016 
